strain	virus	date	region	country_exposure	date_submitted	lineage
hCoV-19/USA/NY-NYCPHL-000675/2020_EPI_ISL_632093_2020-03-13	ncov	2020-03-13	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000676/2020_EPI_ISL_632094_2020-03-13	ncov	2020-03-13	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000677/2020_EPI_ISL_632095_2020-03-13	ncov	2020-03-13	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000678/2020_EPI_ISL_632096_2020-03-13	ncov	2020-03-13	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000679/2020_EPI_ISL_632097_2020-03-13	ncov	2020-03-13	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000681/2020_EPI_ISL_632098_2020-03-14	ncov	2020-03-14	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000682/2020_EPI_ISL_632099_2020-03-14	ncov	2020-03-14	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000866/2020_EPI_ISL_632939_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000867/2020_EPI_ISL_632940_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000868/2020_EPI_ISL_632941_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1.370
hCoV-19/USA/NY-NYCPHL-000869/2020_EPI_ISL_632942_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000870/2020_EPI_ISL_632943_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000872/2020_EPI_ISL_632944_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1.332
hCoV-19/USA/NY-NYCPHL-000873/2020_EPI_ISL_632945_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000874/2020_EPI_ISL_632946_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000875/2020_EPI_ISL_632947_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000876/2020_EPI_ISL_632948_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000877/2020_EPI_ISL_632949_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000878/2020_EPI_ISL_632950_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000879/2020_EPI_ISL_632951_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1.325
hCoV-19/USA/NY-NYCPHL-000880/2020_EPI_ISL_632952_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000881/2020_EPI_ISL_632953_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000882/2020_EPI_ISL_632954_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000883/2020_EPI_ISL_632955_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000884/2020_EPI_ISL_632956_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000885/2020_EPI_ISL_632957_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000886/2020_EPI_ISL_632958_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000887/2020_EPI_ISL_632959_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000889/2020_EPI_ISL_632960_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000891/2020_EPI_ISL_632961_2020-03-28	ncov	2020-03-28	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000892/2020_EPI_ISL_632962_2020-03-28	ncov	2020-03-28	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000894/2020_EPI_ISL_632963_2020-07-15	ncov	2020-07-15	North America	?	2030-03-22	B.1.509
hCoV-19/USA/NY-NYCPHL-000898/2020_EPI_ISL_632964_2020-07-10	ncov	2020-07-10	North America	?	2030-03-22	B.1.509
hCoV-19/USA/NY-NYCPHL-000899/2020_EPI_ISL_632965_2020-03-30	ncov	2020-03-30	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000905/2020_EPI_ISL_632966_2020-03-18	ncov	2020-03-18	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000906/2020_EPI_ISL_632967_2020-03-18	ncov	2020-03-18	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000907/2020_EPI_ISL_632968_2020-03-19	ncov	2020-03-19	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000908/2020_EPI_ISL_632969_2020-03-19	ncov	2020-03-19	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000909/2020_EPI_ISL_632970_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000910/2020_EPI_ISL_632971_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000911/2020_EPI_ISL_632972_2020-03-19	ncov	2020-03-19	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000912/2020_EPI_ISL_632973_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B
hCoV-19/USA/NY-NYCPHL-000913/2020_EPI_ISL_632974_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1.314
hCoV-19/USA/NY-NYCPHL-000939/2020_EPI_ISL_671674_2020-09-10	ncov	2020-09-10	North America	?	2030-03-22	B.1.361
hCoV-19/USA/NY-NYCPHL-000972/2020_EPI_ISL_671675_2020-09-16	ncov	2020-09-16	North America	?	2030-03-22	B.1.280
hCoV-19/USA/NY-NYCPHL-001082/2020_EPI_ISL_671676_2020-10-13	ncov	2020-10-13	North America	?	2030-03-22	B.1.240
hCoV-19/USA/NY-NYCPHL-001084/2020_EPI_ISL_671677_2020-10-19	ncov	2020-10-19	North America	?	2030-03-22	B.1.1.29
hCoV-19/USA/NY-NYCPHL-001085/2020_EPI_ISL_671678_2020-10-19	ncov	2020-10-19	North America	?	2030-03-22	B.1.324
hCoV-19/USA/NY-NYCPHL-001086/2020_EPI_ISL_671679_2020-10-19	ncov	2020-10-19	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001087/2020_EPI_ISL_671680_2020-10-20	ncov	2020-10-20	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001090/2020_EPI_ISL_671681_2020-10-21	ncov	2020-10-21	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001091/2020_EPI_ISL_671682_2020-10-22	ncov	2020-10-22	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001093/2020_EPI_ISL_671683_2020-10-22	ncov	2020-10-22	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001094/2020_EPI_ISL_671684_2020-10-22	ncov	2020-10-22	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001100/2020_EPI_ISL_671685_2020-10-22	ncov	2020-10-22	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001103/2020_EPI_ISL_671686_2020-10-18	ncov	2020-10-18	North America	?	2030-03-22	B.1.1.29
hCoV-19/USA/NY-NYCPHL-001104/2020_EPI_ISL_671687_2020-10-18	ncov	2020-10-18	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001105/2020_EPI_ISL_671688_2020-10-18	ncov	2020-10-18	North America	?	2030-03-22	B.1.1.1
hCoV-19/USA/NY-NYCPHL-001106/2020_EPI_ISL_671689_2020-10-19	ncov	2020-10-19	North America	?	2030-03-22	B.1.1.29
hCoV-19/USA/NY-NYCPHL-001107/2020_EPI_ISL_671690_2020-10-19	ncov	2020-10-19	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001108/2020_EPI_ISL_671691_2020-10-19	ncov	2020-10-19	North America	?	2030-03-22	B.1.240
hCoV-19/USA/NY-NYCPHL-001109/2020_EPI_ISL_671692_2020-10-19	ncov	2020-10-19	North America	?	2030-03-22	B.1.1.103
hCoV-19/USA/NY-NYCPHL-001110/2020_EPI_ISL_671693_2020-10-19	ncov	2020-10-19	North America	?	2030-03-22	B.1.1.244
hCoV-19/USA/NY-NYCPHL-001111/2020_EPI_ISL_671694_2020-10-20	ncov	2020-10-20	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001112/2020_EPI_ISL_671695_2020-10-20	ncov	2020-10-20	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001113/2020_EPI_ISL_671696_2020-10-20	ncov	2020-10-20	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001114/2020_EPI_ISL_671697_2020-10-20	ncov	2020-10-20	North America	?	2030-03-22	B.1.390
hCoV-19/USA/NY-NYCPHL-001115/2020_EPI_ISL_671698_2020-10-20	ncov	2020-10-20	North America	?	2030-03-22	B.1.234
hCoV-19/USA/NY-NYCPHL-001553/2020_EPI_ISL_745410_2020-12-02	ncov	2020-12-02	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001497/2020_EPI_ISL_745411_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001514/2020_EPI_ISL_745412_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001486/2020_EPI_ISL_745417_2020-11-27	ncov	2020-11-27	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001488/2020_EPI_ISL_745418_2020-11-27	ncov	2020-11-27	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001490/2020_EPI_ISL_745419_2020-11-27	ncov	2020-11-27	North America	?	2030-03-22	B.1.1.244
hCoV-19/USA/NY-NYCPHL-001491/2020_EPI_ISL_745420_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.88
hCoV-19/USA/NY-NYCPHL-001493/2020_EPI_ISL_745421_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.433
hCoV-19/USA/NY-NYCPHL-001494/2020_EPI_ISL_745422_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001496/2020_EPI_ISL_745423_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001498/2020_EPI_ISL_745424_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.1.220
hCoV-19/USA/NY-NYCPHL-001499/2020_EPI_ISL_745425_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.1.29
hCoV-19/USA/NY-NYCPHL-001501/2020_EPI_ISL_745426_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001502/2020_EPI_ISL_745427_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001507/2020_EPI_ISL_745428_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001509/2020_EPI_ISL_745429_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.1.29
hCoV-19/USA/NY-NYCPHL-001511/2020_EPI_ISL_745430_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001512/2020_EPI_ISL_745431_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001515/2020_EPI_ISL_745432_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001516/2020_EPI_ISL_745433_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001517/2020_EPI_ISL_745434_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001518/2020_EPI_ISL_745435_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-001520/2020_EPI_ISL_745436_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001521/2020_EPI_ISL_745437_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001522/2020_EPI_ISL_745438_2020-11-30	ncov	2020-11-30	North America	?	2030-03-22	B.1.1.1
hCoV-19/USA/NY-NYCPHL-001813/2020_EPI_ISL_812740_2020-12-15	ncov	2020-12-15	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001815/2020_EPI_ISL_812741_2020-12-15	ncov	2020-12-15	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001816/2020_EPI_ISL_812742_2020-12-15	ncov	2020-12-15	North America	?	2030-03-22	B.1.234
hCoV-19/USA/NY-NYCPHL-001817/2020_EPI_ISL_812743_2020-12-15	ncov	2020-12-15	North America	?	2030-03-22	B.1.1.247
hCoV-19/USA/NY-NYCPHL-001818/2020_EPI_ISL_812744_2020-12-15	ncov	2020-12-15	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001819/2020_EPI_ISL_812745_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001820/2020_EPI_ISL_812746_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.1.296
hCoV-19/USA/NY-NYCPHL-001821/2020_EPI_ISL_812747_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001822/2020_EPI_ISL_812748_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.1.247
hCoV-19/USA/NY-NYCPHL-001823/2020_EPI_ISL_812749_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001824/2020_EPI_ISL_812750_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001826/2020_EPI_ISL_812751_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001827/2020_EPI_ISL_812752_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001828/2020_EPI_ISL_812753_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001829/2020_EPI_ISL_812754_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001830/2020_EPI_ISL_812755_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.177
hCoV-19/USA/NY-NYCPHL-001831/2020_EPI_ISL_812756_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001832/2020_EPI_ISL_812757_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001833/2020_EPI_ISL_812758_2020-12-16	ncov	2020-12-16	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-001835/2020_EPI_ISL_812759_2020-12-17	ncov	2020-12-17	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001836/2020_EPI_ISL_812760_2020-12-17	ncov	2020-12-17	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001941/2020_EPI_ISL_832339_2020-12-24	ncov	2020-12-24	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001956/2020_EPI_ISL_832350_2020-12-24	ncov	2020-12-24	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001959/2020_EPI_ISL_832351_2020-12-24	ncov	2020-12-24	North America	?	2030-03-22	B.1.429
hCoV-19/USA/NY-NYCPHL-001960/2020_EPI_ISL_832352_2020-12-24	ncov	2020-12-24	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001961/2020_EPI_ISL_832353_2020-12-24	ncov	2020-12-24	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001965/2020_EPI_ISL_832354_2020-12-24	ncov	2020-12-24	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001966/2020_EPI_ISL_832355_2020-12-28	ncov	2020-12-28	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001967/2020_EPI_ISL_832356_2020-12-28	ncov	2020-12-28	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001968/2020_EPI_ISL_832357_2020-12-28	ncov	2020-12-28	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001970/2020_EPI_ISL_832358_2020-12-28	ncov	2020-12-28	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001971/2020_EPI_ISL_832359_2020-12-28	ncov	2020-12-28	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001972/2020_EPI_ISL_832360_2020-12-28	ncov	2020-12-28	North America	?	2030-03-22	B.1.1.29
hCoV-19/USA/NY-NYCPHL-001974/2020_EPI_ISL_832361_2020-12-28	ncov	2020-12-28	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001976/2020_EPI_ISL_832362_2020-12-28	ncov	2020-12-28	North America	?	2030-03-22	B.1.234
hCoV-19/USA/NY-NYCPHL-001977/2020_EPI_ISL_832363_2020-12-28	ncov	2020-12-28	North America	?	2030-03-22	B.1.1
hCoV-19/USA/NY-NYCPHL-003662/2021_EPI_ISL_1200540_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003586/2021_EPI_ISL_1200541_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003619/2021_EPI_ISL_1200542_2021-02-26	ncov	2021-02-26	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003676/2021_EPI_ISL_1200543_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003579/2021_EPI_ISL_1200544_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003566/2021_EPI_ISL_1200545_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003663/2021_EPI_ISL_1200546_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003431/2021_EPI_ISL_1200547_2021-02-18	ncov	2021-02-18	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003614/2021_EPI_ISL_1200548_2021-02-25	ncov	2021-02-25	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003687/2021_EPI_ISL_1200549_2021-02-27	ncov	2021-02-27	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003429/2021_EPI_ISL_1200550_2021-02-18	ncov	2021-02-18	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003572/2021_EPI_ISL_1200551_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003609/2021_EPI_ISL_1200552_2021-02-25	ncov	2021-02-25	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003649/2021_EPI_ISL_1200553_2021-03-01	ncov	2021-03-01	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003672/2021_EPI_ISL_1200554_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003589/2021_EPI_ISL_1200556_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003599/2021_EPI_ISL_1200560_2021-02-25	ncov	2021-02-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003682/2021_EPI_ISL_1200561_2021-02-25	ncov	2021-02-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003632/2021_EPI_ISL_1200562_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003430/2021_EPI_ISL_1200563_2021-02-18	ncov	2021-02-18	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003558/2021_EPI_ISL_1200564_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003569/2021_EPI_ISL_1200565_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003584/2021_EPI_ISL_1200566_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003593/2021_EPI_ISL_1200567_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003623/2021_EPI_ISL_1200568_2021-02-25	ncov	2021-02-25	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003625/2021_EPI_ISL_1200569_2021-02-26	ncov	2021-02-26	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003626/2021_EPI_ISL_1200570_2021-02-26	ncov	2021-02-26	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003638/2021_EPI_ISL_1200571_2021-03-01	ncov	2021-03-01	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003644/2021_EPI_ISL_1200572_2021-03-01	ncov	2021-03-01	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003650/2021_EPI_ISL_1200573_2021-03-01	ncov	2021-03-01	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003654/2021_EPI_ISL_1200574_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003671/2021_EPI_ISL_1200575_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003684/2021_EPI_ISL_1200576_2021-02-26	ncov	2021-02-26	North America	?	2030-03-22	B.1.1.222
hCoV-19/USA/NY-NYCPHL-003590/2021_EPI_ISL_1200577_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003630/2021_EPI_ISL_1200578_2021-02-26	ncov	2021-02-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003641/2021_EPI_ISL_1200579_2021-03-01	ncov	2021-03-01	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003642/2021_EPI_ISL_1200580_2021-03-01	ncov	2021-03-01	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003651/2021_EPI_ISL_1200581_2021-03-01	ncov	2021-03-01	North America	?	2030-03-22	B.1.234
hCoV-19/USA/NY-NYCPHL-003427/2021_EPI_ISL_1200582_2021-02-18	ncov	2021-02-18	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003433/2021_EPI_ISL_1200583_2021-02-18	ncov	2021-02-18	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003559/2021_EPI_ISL_1200584_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003574/2021_EPI_ISL_1200585_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003581/2021_EPI_ISL_1200586_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003583/2021_EPI_ISL_1200587_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003591/2021_EPI_ISL_1200588_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003596/2021_EPI_ISL_1200589_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003601/2021_EPI_ISL_1200590_2021-02-25	ncov	2021-02-25	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003604/2021_EPI_ISL_1200591_2021-02-25	ncov	2021-02-25	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003605/2021_EPI_ISL_1200592_2021-02-25	ncov	2021-02-25	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003606/2021_EPI_ISL_1200593_2021-02-25	ncov	2021-02-25	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003610/2021_EPI_ISL_1200594_2021-02-25	ncov	2021-02-25	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003620/2021_EPI_ISL_1200595_2021-02-26	ncov	2021-02-26	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003622/2021_EPI_ISL_1200596_2021-02-26	ncov	2021-02-26	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003627/2021_EPI_ISL_1200597_2021-02-26	ncov	2021-02-26	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003628/2021_EPI_ISL_1200598_2021-02-26	ncov	2021-02-26	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003631/2021_EPI_ISL_1200599_2021-02-24	ncov	2021-02-24	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-000027/2020_EPI_ISL_631523_2020-03-11	ncov	2020-03-11	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000028/2020_EPI_ISL_631524_2020-03-12	ncov	2020-03-12	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000029/2020_EPI_ISL_631525_2020-03-09	ncov	2020-03-09	North America	?	2030-03-22	B.1.313
hCoV-19/USA/NY-NYCPHL-000030/2020_EPI_ISL_631526_2020-03-12	ncov	2020-03-12	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000031/2020_EPI_ISL_631527_2020-03-09	ncov	2020-03-09	North America	?	2030-03-22	B.1.319
hCoV-19/USA/NY-NYCPHL-000032/2020_EPI_ISL_631528_2020-03-12	ncov	2020-03-12	North America	?	2030-03-22	B.37
